no;share;id;year;RGO;L;K;RI
1396;-0.320959866;10147;81;8.807157643;2.313531696;6.36626404;8.493080987
1397;-0.09614744;10147;82;8.857142773;2.063414673;6.483970337;8.768221967
1398;-0.243873432;10147;83;8.886799216;2.109288576;6.682745822;8.652727971
1399;-0.162588611;10147;84;9.119502151;2.282590635;7.145368058;8.968343077
1400;-0.210253432;10147;85;9.554986007;2.321767153;7.110829445;9.35818724
1401;-0.258092672;10147;86;9.199195885;2.570985687;7.169270889;8.950676866
1402;-0.07542064;10148;81;9.216561023;2.471141501;6.603075144;9.142961049
1403;-0.040687047;10148;82;9.023674706;3.163661375;7.150865736;8.98187605
1404;-0.07567507;10148;83;9.08071429;2.825982988;7.254046099;9.003089093
1405;-0.09665212;10148;84;9.100961703;3.046489249;7.162367784;9.001410933
1406;-0.124508366;10148;85;8.728289069;3.002104028;7.182369829;8.598584238
1407;-0.086460114;10148;86;8.692331048;2.798016185;7.103110224;8.59671948
1408;-0.149616882;10148;87;8.433003257;2.771680233;7.0223442;8.275623594
1409;-0.100923955;10148;88;8.028177154;2.777083287;7.355423615;7.923364217
1410;-0.103532553;10148;89;8.415190855;2.777169916;7.27446154;8.309974111
1411;0.020664752;10148;90;7.298012063;2.688882428;7.207511684;7.321938943
1412;-0.365426749;10149;81;7.922116051;2.843178232;6.117520357;7.559665849
1413;-0.154842466;10149;82;7.753094156;2.843224997;6.055909628;7.601979394
1414;-0.167729631;10149;83;7.776710131;2.851198939;6.020297034;7.608640328
1415;-0.108944029;10149;84;8.150348054;2.927089782;5.80233004;8.038445664
1416;-0.092151821;10149;85;8.119188224;2.927523492;5.522650457;8.025338015
1417;-0.101568274;10149;86;7.673065496;2.450682967;5.463292882;7.569727815
1418;-0.103321299;10149;87;7.645564649;2.471513444;5.404845558;7.541025647
1419;-0.114515878;10149;88;7.529147664;2.452719452;5.519847006;7.410936082
1420;-0.119993731;10149;89;7.783440363;2.684350341;5.456989712;7.661287852
1421;-0.100297518;10149;90;7.759191086;2.36958021;5.394969558;7.658652434
1422;-0.120883167;10149;91;7.691557043;2.561094374;5.333772053;7.571404628
1423;-0.467791557;10150;81;10.13089404;5.894676614;8.577439525;9.674575749
1424;-0.535110354;10150;82;9.709228226;5.720285861;8.959888978;9.170172257
1425;-0.24027051;10150;83;9.267804859;5.062900935;8.274439795;9.022778743
1426;-0.251207054;10150;84;8.915449566;4.84088478;8.734337376;8.657714526
1427;-0.542291939;10150;85;9.215586062;4.914661646;8.684156775;8.662268101
1428;-0.615872681;10150;86;9.357972756;5.832507042;8.688652336;8.739310826
1429;-0.296081215;10150;87;9.706406198;5.812683681;8.637032618;9.405382919
1430;-0.372568399;10150;88;10.21141541;5.517164654;8.809059078;9.835048308
1431;-0.376100838;10150;89;10.39727303;5.392728261;9.375495404;10.01961027
1432;-0.522410512;10150;90;10.59263622;5.527561716;10.38073187;10.06927539
1433;-0.505304754;10150;91;10.9549664;5.87140566;10.44826092;10.44330097
1434;-0.188846067;10151;81;8.73180443;2.863718959;5.434448964;8.547646428
1435;-0.082882524;10151;82;8.734899252;2.835828599;5.387316614;8.654687789
1436;-0.084118105;10151;83;8.600214931;2.954817133;5.35088341;8.517756509
1437;-0.133549452;10151;84;8.780432223;2.927409747;5.62573713;8.645080991
1438;-0.081344217;10151;85;8.425264738;2.764252456;5.593756824;8.341449911
1439;-0.127087981;10151;86;8.484987231;2.845193494;5.860939234;8.356343938
1440;-0.117284998;10151;87;8.520533797;3.143748481;5.82962539;8.403656438
1441;-0.169712201;10151;88;8.331049261;2.977403065;5.898947848;8.162783954
1442;-0.114603899;10151;89;8.695747815;3.025838798;5.868168247;8.581659505
1443;-0.080911182;10151;90;8.747001748;2.862373072;5.890922658;8.665216516
1444;-0.097840033;10151;91;8.414647937;2.99872072;6.244313019;8.31457312
1445;-0.244522035;10152;81;7.961160941;2.469424277;5.50108493;7.718870482
1446;-0.079198271;10152;82;7.852109365;2.460630641;5.485489734;7.789811362
1447;-0.147335097;10152;83;7.853061014;2.481094231;5.432401613;7.707590975
1448;-0.112227872;10152;84;7.686567329;2.47061747;5.379957332;7.57925791
1449;-0.172626168;10152;85;7.884956713;3.399600356;5.58915516;7.721237683
1450;-0.099950515;10152;86;7.920719785;2.54470546;5.538958309;7.825227442
1451;-0.161472857;10152;87;7.767642126;2.553293002;5.489381205;7.611147468
1452;-0.185255215;10152;88;7.559760361;2.785567798;5.444275772;7.376314995
1453;-0.187677711;10152;89;7.420109811;2.748003532;5.395702114;7.239575249
1454;-0.190478131;10152;90;7.191801538;2.745699811;5.34772975;7.007810928
1455;-0.197187975;10152;91;7.236740451;2.745605513;5.300348003;7.039541161
1456;-1.107752204;10153;81;8.619659523;2.813036501;3.66372987;7.526310117
1457;-1.018574595;10153;82;8.523805268;2.608231749;3.57843695;7.519056033
1458;-1.151121974;10153;83;8.298580559;2.869020596;5.205524539;7.150371861
1459;-2.958078861;10153;84;7.997672403;2.895903213;5.112135861;5.069680659
1460;-2.725200891;10153;85;7.8061862;2.726369807;5.019093684;5.116633668
1461;-0.284834713;10154;81;9.872110358;3.134751982;6.541783451;9.594423293
1462;-0.251574606;10154;82;9.158692574;2.938029365;6.335944492;8.908423215
1463;-0.147808582;10154;83;9.127615498;3.489750805;6.324191813;8.982406373
1464;-0.015944257;10154;84;8.829487223;2.911898272;6.281201544;8.817531697
1465;-0.034801912;10154;85;8.708658526;2.549235803;6.446126735;8.678918349
1466;-0.123556353;10154;86;8.212193608;2.592914372;6.480089401;8.096896939
1467;-0.079872571;10154;87;8.728884462;2.508929466;6.496287695;8.649452364
1468;-0.084171988;10154;88;8.573708647;2.449874882;6.529789703;8.496221893
1469;-0.053669587;10154;89;8.333332678;2.588053122;6.565772551;8.287710867
1470;-0.124363907;10154;90;8.01825014;2.424637988;7.027262197;7.903753025
1471;-0.109908305;10154;91;8.314108821;2.528553402;7.290382641;8.207584124
1472;-0.129511848;10155;81;9.537620518;3.031432746;6.861865738;9.413884749
1473;-0.188928798;10155;82;9.972904566;4.13020186;6.99382557;9.782474134
1474;-0.208876818;10155;83;9.736759524;2.799799444;6.915241833;9.52670862
1475;-0.188726559;10155;84;9.641659131;3.434617415;6.837720758;9.448089629
1476;-0.204722732;10155;85;9.469167363;3.289485827;6.889920421;9.261797178
1477;-0.197636589;10155;86;9.341700867;3.59325849;7.392267181;9.139016486
1478;-0.217906475;10155;87;9.214520782;3.519631925;7.376807681;8.994401396
1479;-0.276202083;10155;88;9.183808085;3.60585715;7.322203437;8.909476158
1480;-0.406991154;10155;89;9.137069459;3.573675033;7.347042628;8.739055688
1481;-0.328494668;10155;90;9.124660565;3.037945847;7.288471328;8.798382601
1482;-0.376112819;10155;91;8.685905388;3.120152425;7.245200901;8.306148516
1483;-0.120561898;10156;81;11.05446137;5.281715704;8.13594228;10.93444167
1484;-0.03016421;10156;82;10.8066613;5.234117248;8.36252366;10.77660987
1485;-0.027053937;10156;83;10.9182379;5.306692536;8.414719023;10.89139274
1486;-0.031486563;10156;84;10.70051163;4.301917795;8.497075282;10.67040112
1487;-0.032700181;10156;85;10.81223254;5.082046355;8.507812415;10.78090987
1488;-0.448574841;10156;86;10.4808834;2.932872335;8.440661476;10.0325637
1489;-0.994210541;10156;87;4.470580931;3.374827076;8.371658574;3.513354928
1490;-0.279581875;10157;81;8.787128706;2.22481334;5.646613649;8.515295102
1491;-0.092935711;10157;82;8.663236148;2.530481659;5.565659315;8.580159371
1492;-0.179754898;10157;83;8.521408999;2.798136926;5.935870443;8.353055535
1493;-0.095414735;10157;84;8.764742958;2.96732743;5.85524111;8.681590497
1494;-0.072973132;10157;85;8.924860235;2.60281754;5.774623477;8.86584886
1495;-0.065975532;10157;86;9.084888528;2.340994726;5.694017443;9.028338295
1496;-0.274905801;10157;87;9.312099351;2.500799508;5.613422547;9.0443198
1497;-0.070247583;10157;88;8.912541147;2.744011402;5.532838513;8.84523251
1498;-0.033969779;10157;89;9.36507375;2.778296;6.374474416;9.334135507
1499;-0.470170736;10157;90;9.317176907;3.064788887;6.441115128;8.852467305
1500;-0.160214081;10157;91;9.168029232;2.878823304;6.405873911;9.01596197
1501;-0.097591005;10158;81;9.656134541;3.499197348;8.191094405;9.557644565
1502;-0.115945525;10158;82;9.774999781;3.663993494;8.186006289;9.654433194
1503;-0.123261869;10158;83;9.65712254;3.50137205;8.44911968;9.537045196
1504;-0.085464545;10158;84;9.618090563;3.553767965;8.419500899;9.532099076
1505;-0.147293791;10158;85;9.598036697;3.160555156;8.383555766;9.452610924
1506;-0.127427667;10158;86;9.676454244;3.177498161;8.384248122;9.553282496
1507;-0.202606082;10158;87;9.709446891;3.325413824;8.342817831;9.510548764
1508;-0.09995579;10158;88;9.987256422;3.271904966;8.300036262;9.888361224
1509;-0.056413822;10158;89;9.956410349;3.304270397;8.311334152;9.901185589
1510;-0.073827915;10158;90;9.919472969;3.410563982;8.265912042;9.846083417
1511;-0.063101985;10158;91;10.06393971;3.411846804;8.270264611;10.00177235
1512;-0.148018673;10159;81;10.32057483;4.404323448;7.729444896;10.17147622
1513;-0.279206693;10159;82;10.65686029;4.054976433;7.685927103;10.37807782
1514;-0.136928558;10159;83;11.06052192;4.234792362;7.86284972;10.92418151
1515;-0.084718533;10159;84;10.99169314;3.982064887;8.239470603;10.90931708
1516;-0.129572093;10159;85;10.90031085;4.490883828;8.327534825;10.7739727
1517;-0.075153358;10159;86;11.04943607;4.928974126;8.656402417;10.975446
1518;-0.0333349;10159;87;10.53668411;4.996734704;8.743436465;10.50008425
1519;-0.076230563;10159;88;10.79323906;4.955407998;8.824153067;10.71637332
1520;-0.149715528;10159;89;10.61159772;5.121752554;8.854495789;10.46071164
1521;-0.1387548;10159;90;10.34598981;5.251028463;8.87798647;10.20585311
1522;-0.103284419;10159;91;10.58367435;5.378807268;8.889938296;10.48180088
1523;-0.289538383;10160;81;11.07897908;4.621548314;9.101586954;10.79597991
1524;-0.197561711;10160;82;11.28634614;4.635960636;9.307227078;11.08997943
1525;-0.145160764;10160;83;11.25400981;4.518055488;9.354555276;11.11212065
1526;-0.160730883;10160;84;11.33479925;4.603564971;9.328924389;11.17755128
1527;-0.183424547;10160;85;11.28024695;4.641800081;9.369142966;11.09961001
1528;-0.23264195;10160;86;11.23525323;4.509008799;9.4018911;11.00663187
1529;-0.185683355;10160;87;11.08670454;4.501542076;9.447309009;10.90707935
1530;-0.17864278;10160;88;11.16934246;4.525499933;9.526692109;11.00158128
1531;-0.139405191;10160;89;11.33248832;4.63797672;10.50080268;11.19707902
1532;-0.11746718;10160;90;11.41079904;4.637986096;10.54672874;11.29473
1533;-0.100585908;10160;91;11.21433031;4.62116734;10.93895646;11.11721926
1534;-0.378644437;10161;81;10.02838739;2.82275085;6.787430724;9.652841191
1535;-0.17410183;10161;82;9.349666758;4.32682055;6.928873366;9.184686269
1536;-0.162378311;10161;83;9.140300706;2.684921848;6.939301496;8.979643586
1537;-0.125122532;10161;84;9.601398353;2.486451759;6.94045642;9.476436097
1538;-0.148653612;10161;85;9.507342791;2.609233674;6.869517008;9.3589922
1539;-0.121530183;10161;86;9.233535484;3.158052075;7.470264964;9.113550338
1540;-0.10552036;10161;87;9.309831961;3.203898113;7.459311682;9.202932336
1541;-0.141925618;10161;88;9.625549003;3.046504569;7.721808976;9.482960608
1542;-0.165614858;10161;89;9.247675482;2.902321144;7.758754706;9.080890927
1543;-0.251363069;10161;90;9.541616094;1.954251386;7.886147666;9.286567637
1544;-0.141523361;10161;91;9.927691002;2.392625888;8.04780086;9.784026132
1545;-2.683050632;10162;81;8.305261575;4.50319258;5.487677199;5.682987302
1546;-0.732795715;10162;82;9.637590733;4.549740686;6.353229572;8.905504392
1547;-0.053927973;10162;83;9.413479777;4.554500059;6.486199121;9.361193769
1548;-0.132624999;10162;84;9.895767399;4.4791938;6.525073062;9.764765367
1549;-0.034454267;10162;85;10.87296635;2.99737582;6.419882792;10.83929771
1550;-0.605060756;10162;86;10.50225054;2.187463389;6.365900939;9.897627054
1551;-1.685286522;10162;87;6.29851495;3.658166537;6.313669225;4.740889678
1552;-1.653998971;10162;88;6.5132561;2.746705849;6.26244054;4.964465549
1553;-1.910260081;10162;89;6.967819312;2.551629098;6.212214489;5.199217475
1554;-1.775220513;10162;90;6.702650785;2.389374231;6.245097047;5.159837488
1555;-1.192223549;10162;91;6.563970962;2.023437235;6.207316934;5.511192743
1556;-0.258860439;10163;81;8.634282671;2.751232384;5.130964727;8.405490886
1557;-0.247281924;10163;82;9.247739829;2.716450514;5.078743334;9.00927377
1558;-0.258271366;10163;83;9.194012284;2.715103124;5.542919816;8.946083659
1559;-0.207333729;10163;84;9.195021387;2.531844851;5.795075512;8.999470434
1560;-0.334119052;10163;85;9.338032999;2.570622781;6.147546279;9.021273381
1561;-0.372316509;10163;86;9.197624516;2.723660114;6.131276245;8.839836218
1562;-0.157978162;10163;87;9.169157086;2.618622522;6.08971991;9.013135917
1563;-0.277591228;10163;88;9.200048234;2.458829673;6.280688628;8.924316689
1564;-0.260871351;10163;89;9.090243663;2.849429152;6.240560397;8.832036649
1565;-0.317703098;10163;90;8.98425059;2.844155742;6.217982647;8.670595042
1566;-0.359426588;10163;91;8.603627359;2.914060819;6.273132746;8.244520953
1567;-0.166393265;10164;81;8.59252331;2.053980452;5.13197176;8.433751925
1568;-0.298383564;10164;82;8.742006364;2.07592184;5.071676591;8.452683732
1569;-0.348391294;10164;83;7.832170825;2.028726421;5.174437559;7.50212774
1570;-0.433362305;10164;84;8.686713763;2.201766558;5.11699153;8.267324906
1571;-0.263311744;10164;85;8.135483567;2.234716142;4.888778075;7.898573447
1572;-0.223664761;10164;86;7.55958863;2.486237094;4.894100792;7.340559077
1573;-0.273124933;10164;87;7.063757341;2.326667354;4.879185996;6.813503487
1574;-0.318294972;10164;88;7.94324185;2.311365346;4.922683756;7.636849505
1575;-0.241281718;10164;89;7.379320341;2.602173933;4.863900254;7.147883267
1576;-0.214846224;10164;90;7.397041929;2.382505048;5.083575862;7.185772295
1577;-0.172751188;10164;91;7.274065043;2.273338165;5.000823008;7.098123294
1578;-0.507979453;10165;81;7.657660816;2.8111486;4.714104371;7.157305198
1579;-0.187709644;10165;82;7.699042439;2.840014433;4.897938408;7.513080718
1580;-0.273255438;10165;83;8.244922096;3.036716975;5.030989479;7.974546286
1581;-0.194312781;10165;84;7.928740113;2.885256753;5.372078555;7.737818985
1582;-0.12157622;10165;85;8.073688013;1.838481156;5.281805915;7.95520276
1583;-0.160517484;10165;86;8.060805351;2.582557367;5.617750066;7.903337234
1584;-0.073792875;10165;87;7.593361217;2.107306226;5.533558226;7.519870727
1585;-0.104259789;10165;88;7.938936586;2.427090966;5.747965027;7.838951364
1586;-0.071036495;10165;89;8.118458872;2.717528972;5.750729229;8.050545176
1587;-0.094227143;10165;90;8.31260242;2.980510715;5.73816562;8.22112987
1588;-0.111383148;10165;91;7.549031156;2.317509183;5.665389503;7.439617976
1589;-0.182249129;10166;81;9.231857215;3.198518883;7.044673189;9.052652356
1590;-0.093301944;10166;82;9.171352429;3.280404866;6.710613654;9.080443661
1591;-0.105716974;10166;83;9.190769042;3.449543307;6.642817785;9.084110606
1592;-0.087346219;10166;84;9.231147971;3.445811737;6.870477906;9.142178419
1593;-0.046139203;10166;85;9.476526126;3.418194469;6.853963814;9.429967357
1594;-0.110618956;10166;86;9.36563936;3.251632668;6.874736811;9.249047413
1595;-0.0983188;10166;87;9.41548152;3.403142827;6.844046231;9.31055735
1596;-0.185210019;10166;88;8.969030737;3.410239112;7.773202348;8.778098535
1597;-0.496985435;10166;89;9.167432259;3.334087741;7.01659151;8.668249132
1598;-0.144734114;10166;90;9.36655747;2.783533062;7.101730872;9.2214814
1599;-0.193561748;10166;91;8.880800273;2.392624929;6.982306599;8.686857343
1600;-0.096997052;10167;81;8.796278431;2.683108575;6.495990247;8.705379758
1601;-0.091244861;10167;82;8.744027657;2.928632492;6.513516863;8.661165179
1602;-0.159424394;10167;83;8.467779092;2.93597519;6.443406529;8.318158288
1603;-0.062702417;10167;84;8.634297177;2.613936916;6.495565339;8.57993478
1604;-0.062612556;10167;85;8.801947496;2.454340956;6.515667367;8.750965989
1605;-0.046186332;10167;86;8.957328536;2.420390593;6.824573739;8.918115706
1606;-0.226836368;10167;87;8.542375395;2.096833336;6.782263469;8.321508288
1607;-0.162082553;10167;88;8.955134754;1.889492209;6.865150105;8.795283363
1608;-0.357301444;10167;89;8.408087172;1.070042124;6.744524498;8.053150044
1609;-0.069202229;10168;81;9.621343438;2.931597724;7.167505045;9.561599368
1610;-0.087781139;10168;82;9.236522918;2.917866198;7.313473122;9.161198339
1611;-0.070262291;10168;83;9.438225321;2.726855474;7.296472771;9.371569373
1612;-0.095528699;10168;84;9.010683366;2.955434603;7.247828898;8.921468725
1613;-0.050681636;10168;85;8.952544844;2.780502269;7.192122537;8.904981961
1614;-0.121400215;10168;86;8.723783141;2.677983018;7.128462858;8.608883368
1615;-0.132123947;10169;81;8.799872758;2.626713596;5.199896151;8.6753397
1616;-0.111272953;10169;82;8.848924716;2.554669942;5.513456187;8.746336676
1617;-0.339566112;10169;83;8.99605947;2.677215628;5.590131667;8.667907337
1618;-0.195871368;10169;84;8.787863162;2.603264197;5.697075667;8.604135181
1619;-0.311161906;10169;85;8.876942759;2.660361649;5.653152209;8.581968653
1620;-0.302402556;10169;86;9.087061819;2.498167863;5.57236102;8.786518374
1621;-0.257890612;10169;87;8.685701439;2.56136608;5.540657677;8.435781448
1622;-0.680654347;10169;88;7.899128933;2.443227594;5.459252168;7.233754865
1623;-0.498736322;10170;81;12.84699057;7.800656831;10.78983368;12.35407446
1624;-0.450065821;10170;82;12.90626503;7.83482424;10.97957161;12.46162639
1625;-0.490089655;10170;83;12.93942931;7.832417706;11.31999186;12.45193125
1626;-0.51412046;10170;84;12.91875879;7.812101916;11.46550787;12.40753861
1627;-0.415591538;10170;85;13.06343098;7.968407329;11.56835855;12.65000087
1628;-0.36742425;10170;86;12.89281514;7.771233574;11.56570269;12.5285021
1629;-0.33547312;10170;87;13.01138077;7.730742937;11.58816939;12.68939876
1630;-0.468257248;10170;88;13.13565583;7.886839327;11.63881321;12.66910408
1631;-0.444960326;10170;89;13.18106568;7.89382174;11.70490318;12.73676284
1632;-0.444601744;10170;90;13.19543631;7.86283422;11.76239919;12.75179287
1633;-0.41796273;10170;91;13.23745591;7.979681052;11.80042772;12.81830672
1634;-0.568492293;10171;81;9.126001805;5.057056039;6.888690106;8.576151536
1635;-0.622833669;10171;82;9.114007237;5.02875265;7.510349106;8.514075152
1636;-0.650582194;10171;83;9.028867674;5.003453705;7.677275582;8.401308524
1637;-0.672307551;10171;84;9.011614529;5.026234128;7.734551689;8.359320963
1638;-0.651213109;10171;85;8.902039902;4.980736258;7.854613198;8.268051137
1639;-0.658605993;10171;86;8.925178234;5.001162981;7.828804787;8.2819479
1640;-0.611814201;10171;87;8.936513948;5.022962464;7.869971212;8.338095495
1641;-0.657209694;10171;88;8.889626722;4.941728522;7.955670141;8.245418942
1642;-0.707137883;10171;89;8.833146284;5.028075506;7.974334639;8.137761474
1643;-0.761490881;10171;90;8.750575785;4.971735859;7.981477436;8.000584602
1644;-0.759554386;10171;91;8.793436506;4.897781268;7.97080507;8.042582246
1645;-0.204123408;10172;81;7.503785662;3.37672041;2.816151784;7.29857823
1646;-0.28148219;10172;82;7.302572427;3.040464095;2.703223725;7.017131987
1647;-0.261217564;10172;83;7.279239697;3.14784967;2.655392322;7.014630626
1648;-0.26961714;10172;84;7.250080627;3.199213257;2.608778722;6.977289768
1649;-0.257350624;10172;85;7.309619674;3.278536848;2.497684564;7.053110627
1650;-0.240312114;10172;86;7.234990387;3.234574479;2.428144465;6.995165685
1651;-0.271049768;10172;87;7.233033504;3.188190069;2.3178468;6.958926929
1652;-0.271000534;10172;88;7.018484087;3.120195624;2.207813546;6.736255062
1653;-0.233277515;10172;89;7.012119033;3.035048313;2.098047134;6.768020183
1654;-0.215092152;10172;90;6.79442506;2.949214501;1.988549491;6.566413061
1655;-0.228780031;10172;91;6.541971593;2.77827502;1.8793226;6.287572062
1656;-0.222563535;10173;81;8.378413789;3.920577014;6.96280557;8.155125594
1657;-0.322678685;10173;82;8.334463817;3.916961353;6.904599915;7.9991178
1658;-0.28480953;10173;83;8.537746054;3.96127998;6.847395839;8.251908289
1659;-0.442508459;10173;84;8.503038405;3.970045151;6.791171125;8.059299842
1660;-0.337050587;10173;85;8.4648605;3.966886507;6.735902729;8.128703735
1661;-0.354006886;10173;86;8.378203402;3.947603308;6.681567089;8.024111632
1662;-0.417565733;10173;87;8.411739572;3.934276077;6.628140513;7.988754129
1663;-0.406558931;10173;88;8.220059825;3.99310031;6.575598887;7.816884589
1664;-0.347087085;10173;89;8.401331332;4.034961592;6.536862835;8.057826075
1665;-0.396896929;10173;90;8.27695098;4.002997378;6.485528559;7.887477719
1666;-0.409839213;10173;91;8.19539854;3.954965504;6.435016369;7.776383658
1667;-0.447360665;10174;81;9.188656977;5.323959295;7.076746292;8.742324687
1668;-0.564055681;10174;82;9.265509053;5.507934607;7.353824624;8.702830128
1669;-0.549882829;10174;83;9.270649595;5.338086952;7.610195873;8.71887136
1670;-0.620664835;10174;84;9.279166928;5.294180403;7.694049546;8.654442384
1671;-0.609674215;10174;85;9.219799981;5.08112455;7.66584804;8.604539839
1672;-0.570813417;10174;86;9.127562882;5.052226426;7.637818437;8.553858904
1673;-0.472915322;10174;87;9.223390107;5.092254095;7.618917074;8.745736668
1674;-0.611791015;10174;88;9.288403507;5.215714399;7.637990068;8.667772686
1675;-0.565366924;10174;89;9.574233421;5.401901219;7.753638006;9.00609512
1676;-0.593441546;10174;90;9.597267323;5.468629769;7.744578902;9.000881264
1677;-0.511963665;10174;91;9.652644742;5.714055555;7.971116945;9.137839716
1678;-0.651144207;10175;81;6.783891292;2.539963772;4.663163102;6.140227685
1679;-0.45940733;10175;82;6.476120513;2.549874396;4.628172483;6.028041999
1680;-0.713323474;10175;83;6.590726862;2.566594193;4.593522876;5.888792404
1681;-0.46800825;10175;84;6.225849064;2.492205991;4.559189038;5.775677692
1682;-0.608142555;10175;85;6.170594281;2.303259876;4.525147245;5.593503448
1683;-0.79065454;10175;86;6.371612056;2.297218891;4.491375254;5.602404924
1684;-0.901536286;10175;87;6.386047909;2.400109419;4.457852972;5.476574699
1685;-0.590444863;10175;88;6.298514389;2.397666712;4.424561243;5.714329181
1686;-0.530635417;10175;89;6.146684035;2.38551868;4.391482576;5.620675155
1687;-0.672885001;10175;90;6.263783698;2.292924397;4.358600886;5.59154673
1688;-0.515982568;10175;91;5.983241669;2.406691227;4.325900607;5.463595266
1689;-0.729884565;10176;81;7.040711463;3.360515356;4.7598355;6.338315715
1690;-0.581975222;10176;82;6.862482898;3.164467622;4.853351898;6.300995644
1691;-0.519609213;10176;83;6.963800728;3.295905175;5.005168106;6.455312758
1692;-0.5013538;10176;84;6.950780509;3.19873345;5.185666564;6.465763443
1693;-0.535186887;10176;85;6.892359414;3.067297961;5.183110527;6.389573359
1694;-0.512691736;10176;86;6.713282682;3.083684032;5.134494127;6.227473892
1695;-0.607917011;10176;87;6.674617339;2.97268281;5.146426768;6.078985654
1696;-0.55887419;10176;88;6.389696425;2.731887832;5.103368229;5.826757539
1697;-0.637519479;10176;89;6.523625938;2.602246023;5.045311292;5.889216976
1698;-0.643823147;10176;90;6.500345746;2.646624844;4.994234649;5.863423687
1699;-0.631891787;10176;91;6.426625728;2.769337194;4.927428593;5.801477024
1700;-0.657339871;10177;81;8.795612526;4.67404801;6.675056486;8.146792786
1701;-0.583140254;10177;82;8.808101694;4.641014996;6.797161026;8.232632999
1702;-0.657405555;10177;83;8.769283783;5.089281012;6.778837877;8.121170037
1703;-0.537861347;10177;84;8.672641662;4.993810382;6.738273545;8.144606754
1704;-0.550578237;10177;85;8.413602701;4.685159745;6.656727073;7.879126432
1705;-0.51242429;10177;86;7.761991693;4.008276427;6.576735351;7.253855439
1706;-0.537649572;10177;87;7.731740317;3.966523675;6.498352007;7.193399449
1707;-0.534744799;10178;81;8.289011948;3.878020162;6.991552573;7.752854575
1708;-0.386763841;10178;82;7.992760683;4.01845003;7.102581335;7.601399772
1709;-0.484235108;10178;83;7.991252773;3.846370501;7.034214005;7.500045136
1710;-0.27013436;10178;84;7.898589944;3.630641942;6.966297081;7.620301156
1711;-0.408646762;10178;85;7.937168114;3.703323885;6.899470444;7.521063761
1712;-0.245295137;10178;86;8.064512018;3.587616418;6.833439756;7.808209059
1713;-0.225395173;10178;87;8.189791693;3.78144788;6.802820562;7.95740041
1714;-0.223364249;10178;88;8.307063589;3.244966059;6.737712858;8.07890691
1715;-0.161944687;10178;89;8.175872011;3.475484256;6.808592221;8.010131796
1716;-0.205719262;10178;90;8.178868723;3.504873015;6.739088917;7.968049624
1717;-0.237690434;10178;91;8.058223851;3.627397577;6.806109845;7.815216422
1718;-0.426308602;10179;81;6.65993474;3.082323429;4.043950329;6.235575878
1719;-0.624820352;10179;82;6.690776008;2.950322273;3.940697073;6.071425511
1720;-0.512666702;10179;83;6.76455114;3.054102878;4.504400573;6.256626408
1721;-0.525321782;10179;84;6.626962587;2.924280978;4.394866518;6.11022062
1722;-0.580436885;10179;85;6.445739874;3.003816421;4.285821842;5.871319114
1723;-0.503178298;10179;86;6.376998248;2.908720931;4.17727218;5.880227252
1724;-0.655597389;10179;87;6.3949312;2.943153202;4.069222361;5.733340487
1725;-0.711519718;10179;88;6.278265112;2.924989549;3.961677025;5.561728071
1726;-0.61729306;10179;89;6.290066773;2.814404219;3.854640541;5.654205471
1727;-0.576804459;10179;90;6.296938339;2.793156549;3.748116179;5.724481976
1728;-0.524694443;10179;91;6.339066288;2.708381834;3.642107282;5.816714989
1729;-0.391094297;10180;81;10.44756902;6.34900272;8.903522532;10.05733612
1730;-0.383217722;10180;82;10.71002044;6.227292689;9.011991133;10.3332134
1731;-0.410797477;10180;83;10.72439062;6.299283201;9.03546904;10.31269889
1732;-0.386416584;10180;84;10.72865517;6.210912986;9.081068422;10.33887143
1733;-0.53192848;10180;85;10.85225644;6.373819924;9.158909116;10.31646997
1734;-0.427123159;10180;86;10.79162601;6.277844426;9.221769729;10.36006336
1735;-0.378755599;10180;87;10.78234888;6.296457729;9.444566271;10.39761878
1736;-0.422480643;10180;88;10.76794578;6.381914433;9.475610866;10.34046003
1737;-0.353603989;10180;89;10.86592082;6.457549394;9.560456481;10.50769145
1738;-0.309945643;10180;90;10.87399299;6.667084911;9.599170619;10.55949563
1739;-0.326852858;10180;91;10.83692742;6.626015154;9.625087593;10.50637287
1740;-0.63404882;10181;81;12.24160146;7.68805199;10.60860953;11.61058664
1741;-0.674273193;10181;82;12.21950631;7.517732992;10.5922107;11.54628279
1742;-0.679145098;10181;83;12.24700868;7.436955653;10.54083758;11.57077801
1743;-0.546102524;10181;84;12.13226841;7.480801539;10.51304972;11.58972713
1744;-0.661881685;10181;85;12.17390886;6.772947542;10.53150854;11.51550105
1745;-0.707459092;10181;86;12.18229964;6.742360334;10.34110317;11.48012266
1746;-0.731408834;10181;87;12.03154532;6.709494052;10.45051766;11.30458865
1747;-0.704459488;10181;88;12.31306447;6.692628518;10.58472266;11.61330424
1748;-0.719972134;10181;89;12.45599851;6.669464706;10.85678441;11.74010953
1749;-0.812877774;10181;90;12.47206236;6.663503437;11.306842;11.66301992
1750;-0.799110651;10181;91;12.45505681;6.628468692;11.49515045;11.65721606
1751;-0.237229168;10182;81;5.983432345;1.945910149;3.801299505;5.7353679
1752;-0.293387532;10182;82;6.403934281;2.302585093;3.707752359;6.104698542
1753;-0.36312297;10182;83;6.724188978;2.708050201;3.61461627;6.359536698
